

Print Kelvin functions computed by series expansions
                      x                 ber(x)                 bei(x)                 ker(x)                 kei(x)                ber'(x)                bei'(x)                ker'(x)                kei'(x)
  3.470000000000000e+01  1.683988316198730e+09 -2.573899376948327e+09 -2.530343796641183e+09 -1.693331925379179e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.480000000000000e+01  1.995166172525501e+09 -2.624080256533961e+09 -2.576946412419544e+09 -2.001836473773614e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.490000000000000e+01  2.331637683806427e+09 -2.654172264088921e+09 -2.603425429204330e+09 -2.335188169243541e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.500000000000000e+01  2.693630831116725e+09 -2.660873055393093e+09 -2.606509847445120e+09 -2.693582832818526e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.510000000000000e+01  3.081139554335656e+09 -2.640634692999492e+09 -2.582687572266726e+09 -3.076982472311415e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.520000000000000e+01  3.493888988401438e+09 -2.589664354508215e+09 -2.528206403150988e+09 -3.485080871945827e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.530000000000000e+01  3.931298346927041e+09 -2.503927718092703e+09 -2.439077693026789e+09 -3.917266873980422e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.540000000000000e+01  4.392441492619300e+09 -2.379155388496735e+09 -2.311083036113175e+09 -4.372585394155233e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.550000000000000e+01  4.876005264124345e+09 -2.210852748904774e+09 -2.139784365607456e+09 -4.849696242834140e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.560000000000000e+01  5.380245662870431e+09 -1.994313645528509e+09 -1.920537863294137e+09 -5.346830857492302e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.570000000000000e+01  5.902942041401291e+09 -1.724638332114582e+09 -1.648512103038737e+09 -5.861747089900292e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.580000000000000e+01  6.441349476781500e+09 -1.396756120486574e+09 -1.318710868549610e+09 -6.391682233175660e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.590000000000000e+01  6.992149559089869e+09 -1.005453200273361e+09 -9.260011023284035e+08 -6.933304519983277e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.600000000000000e+01  7.551399875959138e+09 -5.454061056870193e+08 -4.651464569300466e+08 -7.482663373724785e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.610000000000000e+01  8.114482529703559e+09 -1.122131909637403e+07  6.915306897994661e+07 -8.035138749693605e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.620000000000000e+01  8.676052083913750e+09  6.025184903528686e+08  6.822149192953792e+08 -8.585389962994066e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.630000000000000e+01  9.229983401558275e+09  1.301201090282300e+09  1.379320699365739e+09 -9.127304464594227e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.640000000000000e+01  9.769319906655586e+09  2.090123668073985e+09  2.165655331195100e+09 -9.653947096239265e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.650000000000000e+01  1.028622287645270e+10  2.974423675965874e+09  3.046238156874875e+09 -1.015751042907596e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.660000000000000e+01  1.077192245070426e+10  3.959001052300580e+09  4.025845514042537e+09 -1.062926686966024e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.670000000000000e+01  1.121667112896870e+10  5.048431351189631e+09  5.108924325800657e+09 -1.105952330041631e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.680000000000000e+01  1.160970061562947e+10  6.246869338696115e+09  6.299496273761976e+09 -1.143757910938684e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.690000000000000e+01  1.193918296534705e+10  7.557942647985695e+09  7.601052157573371e+09 -1.175168855599259e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.700000000000000e+01  1.219219707849953e+10  8.984635129651966e+09  9.016436088306484e+09 -1.198902851515380e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.710000000000000e+01  1.235470169643043e+10  1.052915958752770e+10  1.054771921741453e+10 -1.213567274106536e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.720000000000000e+01  1.241151614945076e+10  1.219281965573680e+10  1.219606276851887e+10 -1.217657389362101e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.730000000000000e+01  1.234631021587594e+10  1.397586065050852e+10  1.396157021707767e+10 -1.209555467428661e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.740000000000000e+01  1.214160455714223e+10  1.587730932140529e+10  1.584312855402733e+10 -1.187530952335255e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.750000000000000e+01  1.177878330132967e+10  1.789480253212801e+10  1.783823867477991e+10 -1.149741843604259e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.760000000000000e+01  1.123812045416915e+10  2.002440502200695e+10  1.994283505553905e+10 -1.094237455987118e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.770000000000000e+01  1.049882192162582e+10  2.226041653668806e+10  2.215109501577134e+10 -1.018962733872513e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.780000000000000e+01  9.539085030069304e+09  2.459516877139294e+10  2.445523801983060e+10 -9.217643069042889e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.790000000000000e+01  8.336177527319862e+09  2.701881274344688e+10  2.684531564314323e+10 -8.003984828640971e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.800000000000000e+01  6.866538138796762e+09  2.951909740346502e+10  2.930899301993188e+10 -6.525413827497828e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.810000000000000e+01  5.105900835669958e+09  3.208114050751964e+10  3.183132280102518e+10 -4.758014310244135e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.820000000000000e+01  3.029445044237890e+09  3.468719300657420e+10  3.439451288264007e+10 -2.677344210145220e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.830000000000000e+01  6.119740854094124e+08  3.731639846512786e+10  3.697768942077812e+10 -2.586138117012310e+08    (-0.000000000000000e+00,0.000000000000000e+00)
  3.840000000000001e+01 -2.171875822358465e+09  3.994454929892057e+10  3.955665692157942e+10  2.523105278863388e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.850000000000000e+01 -5.347393636763666e+09  4.254384192210646e+10  4.210365749600727e+10  5.692638531716574e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.860000000000000e+01 -8.939516276425652e+09  4.508263321772303e+10  4.458713168778671e+10  9.274431933246416e+09    (-0.000000000000000e+00,0.000000000000000e+00)
  3.870000000000000e+01 -1.297251376949964e+10  4.752520109157021e+10  4.697148362657177e+10  1.329223816128823e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.880000000000000e+01 -1.746963446476535e+10  4.983151223855862e+10  4.921685362364314e+10  1.776876323740918e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.890000000000001e+01 -2.245270808068913e+10  5.195700064165701e+10  5.127890171448859e+10  2.272527147677922e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.900000000000000e+01 -2.794170447975933e+10  5.385236073598600e+10  5.310860606059495e+10  2.818114666978872e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.910000000000000e+01 -3.395424620611440e+10  5.546335960318092e+10  5.465208055048135e+10  3.415340758191208e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.920000000000000e+01 -4.050507301835635e+10  5.673067301237087e+10  5.585041638590330e+10  4.065617605355315e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.930000000000000e+01 -4.760545689090549e+10  5.758975059200074e+10  5.663955290125351e+10  4.770009622412402e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.940000000000001e+01 -5.526256625081267e+10  5.797071589883022e+10  5.695018334004275e+10  5.529170369886063e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.950000000000000e+01 -6.347877856735948e+10  5.779830764383105e+10  5.670770179900854e+10  6.343274382755869e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.960000000000000e+01 -7.225094082378622e+10  5.699186883584833e+10  5.583219804435219e+10  7.211943867620360e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.970000000000000e+01 -8.156957787900110e+10  5.546539110868605e+10  5.423850740174055e+10  8.134170275020694e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.980000000000000e+01 -9.141804927701935e+10  5.312762200094017e+10  5.183632341725560e+10  9.108230807645358e+10    (-0.000000000000000e+00,0.000000000000000e+00)
  3.990000000000001e+01 -1.017716556880163e+11  4.988224345497159e+10  4.853038147499298e+10  1.013159998753954e+11    (-0.000000000000000e+00,0.000000000000000e+00)
  4.000000000000000e+01 -1.125966968720741e+11  4.562813028564149e+10  4.422072203226785e+10  1.120085647587303e+11    (-0.000000000000000e+00,0.000000000000000e+00)

